id_despesa,id_deputado,nome_deputado,sigla_partido,sigla_uf,ano,mes,tipo_despesa,cod_documento,tipo_documento,cod_tipo_documento,data_documento,num_documento,valor_documento,valor_glosa,valor_liquido,nome_fornecedor,cnpj_cpf_fornecedor,url_documento
9e1d408f05eaae775a58bd39b2c54463,62881,Danilo Forte,PP,CE,2026,5,COMBUSTÍVEIS E LUBRIFICANTES.,8114361.0,Nota Fiscal,0,2026-05-20,8867,100.0,0.0,100.0,PRIMAVERA COMERCIO DE COMBUSTIVEIS LTDA,36128572000106.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/2227/2026/8114361.pdf
7be6aaad4e5d4127152bae24fac49ebb,62881,Danilo Forte,PP,CE,2026,5,COMBUSTÍVEIS E LUBRIFICANTES.,8098147.0,Nota Fiscal,0,2026-05-08,128089,330.0,0.0,330.0,SAO LUIZ COMERCIO DE DERIVADOS DE PETROLEO LTDA,7580946000113.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/2227/2026/8098147.pdf
3ad87a50e2ce5e83a55518343cc04e79,62881,Danilo Forte,PP,CE,2026,5,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,8118354.0,Nota Fiscal,0,2026-05-07,83,8000.0,0.0,8000.0,AC COMUNICAÇÃO LTDA,56031006000180.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/2227/2026/8118354.pdf
b9fae8757c013a0d09830f05b99e0f5b,62881,Danilo Forte,PP,CE,2026,5,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,8113916.0,Nota Fiscal,0,2026-06-05,11,3000.0,0.0,3000.0,ARTUR HUGEN JUNIOR,57552561000110.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/2227/2026/8113916.pdf
dc5752aea0c7e121a5a9440e83f146dd,62881,Danilo Forte,PP,CE,2026,5,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,8111034.0,Nota Fiscal,0,2026-06-01,11965,1000.0,0.0,1000.0,J.V. SILVA MATOS,47704336000107.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/2227/2026/8111034.pdf
1e43afb54a8b30f3dbef51dd71776b2f,62881,Danilo Forte,PP,CE,2026,5,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,8112299.0,Nota Fiscal,0,2026-05-28,1166,500.0,0.0,500.0,RADIO PROGRESSO DE RUSSAS LTDA,7780075000181.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/2227/2026/8112299.pdf
1589aeb735c756e37e7db0fccfdacc86,62881,Danilo Forte,PP,CE,2026,5,SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.,8118317.0,Nota Fiscal,0,2026-05-06,4241225,878.71,0.0,878.71,CORPVS SEGURANÇA ELETRÔNICA LTDA,4617596000124.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/2227/2026/8118317.pdf
be1991f51ac2c331cb8bfb65ea4833b4,62881,Danilo Forte,PP,CE,2026,5,TELEFONIA,8116415.0,Nota Fiscal,0,2026-05-22,0018894407,167.16,0.0,167.16,CLARO  NXT TELECOMUNICAÇÕES  S.A,66970229001805.0,
71f68c02e34d85e730809d317e59a389,62881,Danilo Forte,PP,CE,2026,5,TELEFONIA,8116432.0,Nota Fiscal,0,2026-05-24,00001324866904,74.23,1.57,72.66,TELEFÔNICA BRASIL S/A - VIVO,2558157000162.0,
399d52a2825814453e1d1ea82c1e335f,62881,Danilo Forte,PP,CE,2026,5,TELEFONIA,8116429.0,Nota Fiscal,0,2026-05-24,00001374335070,93.02,8.02,85.0,TELEFÔNICA BRASIL S/A - VIVO,2558157000162.0,
bf7889ba0d3f3cd9119e3c584acaa98e,62881,Danilo Forte,PP,CE,2026,5,TELEFONIA,8116427.0,Nota Fiscal,0,2026-05-23,3633267,270.69,5.7,264.99,TIM S.A,2421421000111.0,
2c12e19d52ad32247ea096dd8cb8b3c6,62881,Danilo Forte,PP,CE,2026,5,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,8114297.0,Nota Fiscal Eletrônica,4,2026-05-06,98130274,137.0,0.0,137.0,DOM FRANCISCO ASBAC,3327191000199.0,http://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=8114297
ef827cc28b91dd82b6dcb3d04061bda5,62881,Danilo Forte,PP,CE,2026,5,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,8114338.0,Nota Fiscal Eletrônica,4,2026-05-27,323620,119.9,0.0,119.9,PBJM COMERCIO DE GENEROS ALIMENTICIOS LTDA,9054158000119.0,http://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=8114338
2ae74e89ef256ebdbf454d0f242a0a9f,62881,Danilo Forte,PP,CE,2026,5,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",8096780.0,Nota Fiscal,0,2026-05-11,136290,414.0,0.0,414.0,DJ - HOTELARIA S/A,4566342000396.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/2227/2026/8096780.pdf
1420a061e5cd003b5d2a8e5e91081488,62881,Danilo Forte,PP,CE,2026,5,PASSAGEM AÉREA - SIGEPA,,Nota Fiscal,0,2026-05-21,1272304263960,2590.07,0.0,2590.07,Gol Linhas Aéreas,,
f52d4e5aac189552156c0debab49e74e,62881,Danilo Forte,PP,CE,2026,5,PASSAGEM AÉREA - SIGEPA,,Nota Fiscal,0,2026-05-18,9572287302144,-3131.17,0.0,-3131.17,LATAM Airlines Brasil,,
ece00074e9b7f20223606fa8eafed365,62881,Danilo Forte,PP,CE,2026,5,PASSAGEM AÉREA - SIGEPA,,Nota Fiscal,0,2026-05-18,9572287302144,3131.17,0.0,3131.17,LATAM Airlines Brasil,,
61a2f660b503c8fa59f6034930d04c6e,62881,Danilo Forte,PP,CE,2026,5,PASSAGEM AÉREA - SIGEPA,,Nota Fiscal,0,2026-05-21,9572287732209,-2996.65,0.0,-2996.65,LATAM Airlines Brasil,,
2e8b3f5084cb29fed66e7239e06de0e0,62881,Danilo Forte,PP,CE,2026,5,PASSAGEM AÉREA - SIGEPA,,Nota Fiscal,0,2026-05-21,9572287732209,2996.65,0.0,2996.65,LATAM Airlines Brasil,,
6045db951e8037426564cef025909ffb,66385,Julio Arcoverde,PP,PI,2026,5,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,8109750.0,Recibos/Outros,1,2026-06-02,S/N,6000.0,0.0,6000.0,MOTA E REGO LOBAO LTDA,15790779000163.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3692/2026/8109750.pdf
0aa6630e6c66c2f17cc9dc590c16602a,66385,Julio Arcoverde,PP,PI,2026,5,COMBUSTÍVEIS E LUBRIFICANTES.,8094074.0,Nota Fiscal Eletrônica,4,2026-05-03,338025,100.0,0.0,100.0,AUTO POSTO BR 060 LTDA,7736181000168.0,http://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=8094074
8aeeb372cd2fa5752188c56a64fe394e,66385,Julio Arcoverde,PP,PI,2026,5,COMBUSTÍVEIS E LUBRIFICANTES.,8103833.0,Nota Fiscal Eletrônica,4,2026-05-23,917270,271.14,0.0,271.14,CIA BRASILEIRA DE DISTRIBUICAO,47508411156326.0,http://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=8103833
b65152d682a9d574d4bb5c12a89452ff,66385,Julio Arcoverde,PP,PI,2026,5,COMBUSTÍVEIS E LUBRIFICANTES.,8103830.0,Nota Fiscal Eletrônica,4,2026-05-23,102545,411.0,0.0,411.0,FCN.X CARVALHO COMBUSTIVEL LTDA,9641208000164.0,http://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=8103830
6917c5fe2bacc922c1701086353e1485,66385,Julio Arcoverde,PP,PI,2026,5,COMBUSTÍVEIS E LUBRIFICANTES.,8103839.0,Nota Fiscal Eletrônica,4,2026-05-24,164027,200.0,0.0,200.0,POSTO SAO BENEDITO PETROLEO LTDA,45542078000176.0,http://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=8103839
a78fda8fad250b206cd861f28a9641c3,66385,Julio Arcoverde,PP,PI,2026,5,COMBUSTÍVEIS E LUBRIFICANTES.,8101505.0,Nota Fiscal Eletrônica,4,2026-05-19,20989,300.0,0.0,300.0,ROCHA COMERCIO VAREJISTA DE DERIVADOS DE PETROLEO LTDA,4056374000180.0,http://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=8101505
b5d182f97b6b48b28573cf59a6eb23c7,66385,Julio Arcoverde,PP,PI,2026,5,COMBUSTÍVEIS E LUBRIFICANTES.,8097806.0,Nota Fiscal Eletrônica,4,2026-05-06,7289,300.0,0.0,300.0,ROCHA COMERCIO VAREJISTA DE DERIVADOS DE PETROLEO LTDA,4056374000180.0,http://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=8097806
5bd73a77d081f1c30c7d64aa6365556b,66385,Julio Arcoverde,PP,PI,2026,5,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,8108811.0,Recibos/Outros,1,2026-06-01,71,9000.0,0.0,9000.0,R R DA S DE O JUNIOR LTDA,40667844000105.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3692/2026/8108811.pdf
277de0d9aed9cb6085559031fe64c6af,66385,Julio Arcoverde,PP,PI,2026,5,SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.,8109887.0,Nota Fiscal,0,2026-06-02,2708,8700.0,0.0,8700.0,SERVFAZ SERVIÇOS DE SEGURANÇA LTDA,21088004000143.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3692/2026/8109887.pdf
874855cc8710876371a15fab1ba08520,66385,Julio Arcoverde,PP,PI,2026,5,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,8105369.0,Recibos/Outros,1,2026-05-26,073659,15000.0,0.0,15000.0,LELEKA PRODUÇOES E LOCAÇOES EIRELI,10667670000110.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3692/2026/8105369.pdf
a9176e4429ef2f8291685774ea24d1e5,66385,Julio Arcoverde,PP,PI,2026,5,PASSAGEM AÉREA - SIGEPA,,Nota Fiscal,0,2026-05-13,9572286627480,-50.65,0.0,-50.65,LATAM Airlines Brasil,,
402a84dadf629edc8adf24155a717948,66385,Julio Arcoverde,PP,PI,2026,5,PASSAGEM AÉREA - SIGEPA,,Nota Fiscal,0,2026-05-22,9572287931084,2003.2,0.0,2003.2,LATAM Airlines Brasil,,
3a1f11275741712687cb94bd3b1add93,66828,Fausto Pinato,UNIÃO,SP,2026,5,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,8115616.0,Nota Fiscal,0,2026-05-20,101,3600.0,0.0,3600.0,DIDATA INFORMÁTICA,22435777000111.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/2917/2026/8115616.pdf
b3f73b6644aefd48de6ac94b82a20015,66828,Fausto Pinato,UNIÃO,SP,2026,5,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,8121840.0,Recibos/Outros,1,2026-06-17,04/12,4360.74,0.0,4360.74,RAMON AGUILERA PARTICIPACOES E EMPREENDIMENTOS LTDA,11823795000154.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/2917/2026/8121840.pdf
2a3ec863d492aadf27193f05a510fe83,66828,Fausto Pinato,UNIÃO,SP,2026,5,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,8113626.0,Nota Fiscal,0,2026-05-30,00006417,1000.0,0.0,1000.0,SOLARYS SOLUCOES DIGITAIS LTDA,8648207000189.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/2917/2026/8113626.pdf
0e989e0585dc94e0a1553d09fda7f9ba,66828,Fausto Pinato,UNIÃO,SP,2026,5,COMBUSTÍVEIS E LUBRIFICANTES.,8109995.0,Nota Fiscal,0,2026-05-29,216353,6456.05,0.0,6456.05,AUTO POSTO BRASIL DE FERNANDOPOLIS LTDA,46933438000123.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/2917/2026/8109995.pdf
f39baeb90d387711d3ee95210f5ffd3b,66828,Fausto Pinato,UNIÃO,SP,2026,5,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,8099731.0,Nota Fiscal,0,2026-05-05,79,10000.0,0.0,10000.0,BASE LAB CONSULTORIA POLÍTICA LTDA,33285209000106.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/2917/2026/8099731.pdf
22a3312372c2b9bdcff3d6b38a4f11c6,66828,Fausto Pinato,UNIÃO,SP,2026,5,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,8113663.0,Nota Fiscal,0,2026-06-04,139239987,6240.74,0.0,6240.74,Facebook Serviços Online do Brasil Ltda.,13347016000117.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/2917/2026/8113663.pdf
133bf7330266be36c9d970bd97722b9d,66828,Fausto Pinato,UNIÃO,SP,2026,5,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,8107263.0,Nota Fiscal,0,2026-05-28,2,5000.0,0.0,5000.0,NATALIA DE GISSI PADUA,66876556000154.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/2917/2026/8107263.pdf
4d81c5f87e409f21f0805b194a919b0b,66828,Fausto Pinato,UNIÃO,SP,2026,5,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,8109203.0,Recibos/Outros,1,2026-06-01,29004,6200.0,0.0,6200.0,PANTANAL VEÍCULOS LTDA,7319323000191.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/2917/2026/8109203.pdf
21a8e5d9bb6ce0cca80210a97c56bf12,66828,Fausto Pinato,UNIÃO,SP,2026,5,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,8109208.0,Recibos/Outros,1,2026-06-01,29005,3850.0,0.0,3850.0,PANTANAL VEÍCULOS LTDA,7319323000191.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/2917/2026/8109208.pdf
3b0efcd52e83064bfd805da9a32dec8d,66828,Fausto Pinato,UNIÃO,SP,2026,5,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,8118227.0,Recibos/Outros,1,2026-06-01,29006,3850.0,0.0,3850.0,PANTANAL VEÍCULOS LTDA,7319323000191.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/2917/2026/8118227.pdf
410bf28c29dfd3d6e705ad285724c0a6,66828,Fausto Pinato,UNIÃO,SP,2026,5,PASSAGEM AÉREA - SIGEPA,,Nota Fiscal,0,2026-05-08,JI5N7S,1776.78,0.0,1776.78,Azul Linhas Aéreas,,
7326c424dc4e45cd6f760f2087b4767b,66828,Fausto Pinato,UNIÃO,SP,2026,5,PASSAGEM AÉREA - SIGEPA,,Nota Fiscal,0,2026-05-28,JIQE9P,1587.75,0.0,1587.75,Azul Linhas Aéreas,,
b20daa454d67072fa406e30a4b1a8b0b,69871,Bacelar,PV,BA,2026,5,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,8104131.0,Nota Fiscal,0,2026-05-25,1629,850.0,0.0,850.0,BROAD BRASIL LTDA,48949641000113.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/2985/2026/8104131.pdf
57024fe3fb8f341fce475ed69c92011b,69871,Bacelar,PV,BA,2026,5,COMBUSTÍVEIS E LUBRIFICANTES.,8114406.0,Nota Fiscal Eletrônica,4,2026-05-20,1404318,200.0,0.0,200.0,076 - MELHOR 10 - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,306597007614.0,http://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=8114406
24d991046d0b5a1440fcea733e5761ca,69871,Bacelar,PV,BA,2026,5,COMBUSTÍVEIS E LUBRIFICANTES.,8112889.0,Nota Fiscal Eletrônica,4,2026-05-17,218039,461.64,0.0,461.64,MARAVILHA COMERCIO DE COMBUSTIVEIS E LUBR LTDA,31778579000141.0,http://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=8112889
386d343d6741adcdb7640bb165a70e31,69871,Bacelar,PV,BA,2026,5,COMBUSTÍVEIS E LUBRIFICANTES.,8112899.0,Nota Fiscal Eletrônica,4,2026-05-18,264890,486.56,0.0,486.56,POSTO DE COMBUSTIVEIS PITANGUEIRAS LTDA,20975790000138.0,http://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=8112899
cffcc5de84fff350a7c1b8f9103821ff,69871,Bacelar,PV,BA,2026,5,COMBUSTÍVEIS E LUBRIFICANTES.,8112923.0,Nota Fiscal Eletrônica,4,2026-05-20,155338,226.83,0.0,226.83,POSTO DO CRISTO DE COMBUSTIVEIS LTDA,13612767000113.0,http://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=8112923
dc89fd95213356ccb3d6d242e3b97b16,69871,Bacelar,PV,BA,2026,5,COMBUSTÍVEIS E LUBRIFICANTES.,8112942.0,Nota Fiscal Eletrônica,4,2026-05-07,157785,459.4,0.0,459.4,POSTO DO CRISTO DE COMBUSTIVEIS LTDA,13612767000113.0,http://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=8112942
dcbabfb6dd76c7961f11a0a768502f9a,69871,Bacelar,PV,BA,2026,5,COMBUSTÍVEIS E LUBRIFICANTES.,8112916.0,Nota Fiscal Eletrônica,4,2026-05-12,158254,452.21,0.0,452.21,POSTO DO CRISTO DE COMBUSTIVEIS LTDA,13612767000113.0,http://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=8112916
10fbf6b89209dc65b78690aa82fa3139,69871,Bacelar,PV,BA,2026,5,COMBUSTÍVEIS E LUBRIFICANTES.,8112902.0,Nota Fiscal Eletrônica,4,2026-05-25,159639,401.61,0.0,401.61,POSTO DO CRISTO DE COMBUSTIVEIS LTDA,13612767000113.0,http://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=8112902
d6be802eeea6b64ef8eb5e7f4236093f,69871,Bacelar,PV,BA,2026,5,COMBUSTÍVEIS E LUBRIFICANTES.,8112878.0,Nota Fiscal Eletrônica,4,2026-05-16,522813,419.24,0.0,419.24,REDE JG MAC COMERCIO DE COMBUSTIVEIS LTDA,48765365000133.0,http://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=8112878
879b66cdb78ab45c9a9f01a5cad0524c,69871,Bacelar,PV,BA,2026,5,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,8098773.0,Nota Fiscal,0,2026-05-25,84,9000.0,0.0,9000.0,EMIC DE SOUZA REIS,39227792000177.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/2985/2026/8098773.pdf
9e71c865ee0ecb35aea8807a21dbe3d5,69871,Bacelar,PV,BA,2026,5,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,8097554.0,Nota Fiscal,0,2026-05-12,00000658,10080.0,0.0,10080.0,JOY COMUNICAÇÃO GRAFICA LTDA,38343508000165.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/2985/2026/8097554.pdf
be9a6a292f305572874ace14771241dc,69871,Bacelar,PV,BA,2026,5,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,8097559.0,Nota Fiscal,0,2026-05-11,202639,3000.0,0.0,3000.0,PUCO PRODUÇÃO E EVENTOS LTDA,46627448000130.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/2985/2026/8097559.pdf
3ef570e5d284df61d270fec5cf97ecb3,69871,Bacelar,PV,BA,2026,5,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,8100491.0,Nota Fiscal,0,2026-05-18,2026000000057,3000.0,0.0,3000.0,RADIO BRISA MAR FM LTDA,3936437000120.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/2985/2026/8100491.pdf
698e1ffd4740a47fb4be4aa4a997303a,69871,Bacelar,PV,BA,2026,5,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,8113951.0,Nota Fiscal,0,2026-06-01,2026000000065,3000.0,0.0,3000.0,RADIO BRISA MAR FM LTDA,3936437000120.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/2985/2026/8113951.pdf
0415e0db36c96e3b73451422fcdd9a6a,69871,Bacelar,PV,BA,2026,5,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,8099064.0,Nota Fiscal,0,2026-05-14,00000740,18600.0,0.0,18600.0,MULTIPLICAR E SERVIÇOS LTDA EPP,4241959000170.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/2985/2026/8099064.pdf
7cecf2b25236e34269371267f3ad2c11,69871,Bacelar,PV,BA,2026,5,PASSAGEM AÉREA - SIGEPA,,Nota Fiscal,0,2026-05-05,1272157047995,-724.19,0.0,-724.19,Gol Linhas Aéreas,,
7033da7fe91272db3f837fe05d0d1c7f,69871,Bacelar,PV,BA,2026,5,PASSAGEM AÉREA - SIGEPA,,Nota Fiscal,0,2026-05-04,1272157050218,-583.77,0.0,-583.77,Gol Linhas Aéreas,,
54f20e0b976f69faf8c8ce14c305ea06,69871,Bacelar,PV,BA,2026,5,PASSAGEM AÉREA - SIGEPA,,Nota Fiscal,0,2026-05-05,1272303130654,2202.88,0.0,2202.88,Gol Linhas Aéreas,,
fd77a34921ba7dc7c2282643dba52127,69871,Bacelar,PV,BA,2026,5,PASSAGEM AÉREA - SIGEPA,,Nota Fiscal,0,2026-05-18,1272304058966,578.92,0.0,578.92,Gol Linhas Aéreas,,
58c275318c42f4a8ef685e5269577291,69871,Bacelar,PV,BA,2026,5,PASSAGEM AÉREA - SIGEPA,,Nota Fiscal,0,2026-05-18,1272304067226,1316.05,0.0,1316.05,Gol Linhas Aéreas,,
52313fc5218388d86c7d335b63883682,69871,Bacelar,PV,BA,2026,5,PASSAGEM AÉREA - SIGEPA,,Nota Fiscal,0,2026-05-21,1272304067226,-33.64,0.0,-33.64,Gol Linhas Aéreas,,
55fe1215311cd4063638f40cc5656eda,69871,Bacelar,PV,BA,2026,5,PASSAGEM AÉREA - SIGEPA,,Nota Fiscal,0,2026-05-19,1272304122310,1841.1,0.0,1841.1,Gol Linhas Aéreas,,
